         SEQ_ID,  PER(VLXT),  RNK(VLXT), PER(VSL2B), RNK(VSL2B),   PER(VL3),   RNK(VL3), PER(IUP_S), RNK(IUP_S), PER(IUP_L), RNK(IUP_L),  PER(PFIT),  RNK(PFIT),   PER(MDP),   RNK(MDP),       dCDF,        dCH,   len(seq)
         Q5SJJ2,      34.03,  0.3612285,      25.49,  0.3623719,      16.41,  0.3208153,       5.03,  0.2320990,       4.81,  0.2587546,       4.05,  0.2128454,       2.19,  0.2378832,  0.0385981, -0.1498725,   914
         Q5SJJ1,      28.16,  0.4017433,      15.30,  0.3627001,      10.64,  0.3213074,       4.21,  0.2289536,       2.88,  0.2597333,       5.10,  0.2207818,       2.88,  0.2456522, -0.0001998, -0.1302597,   451
         Q5SJJ0,      33.50,  0.3810896,      19.21,  0.3329327,      17.49,  0.2897301,       4.19,  0.1583357,       1.97,  0.1602540,       7.64,  0.2141701,       3.45,  0.2077971,  0.0184766, -0.1305372,   406
         Q5SJI9,      55.37,  0.5221820,      26.45,  0.3754318,      30.58,  0.4053105,       9.92,  0.2804388,       3.31,  0.2631064,      21.49,  0.3752919,       4.13,  0.3027418, -0.1226045, -0.2129268,   121
         Q5SJI8,      41.35,  0.4320326,      30.18,  0.4206569,      26.94,  0.3523884,       2.25,  0.1721009,       2.34,  0.2004704,      16.67,  0.2738687,      16.31,  0.3085863, -0.0309241, -0.1191394,  1110
         Q5SJI7,      76.00,  0.6760450,      32.00,  0.4383372,      61.33,  0.5482719,      22.67,  0.3113533,      25.33,  0.3815743,      42.67,  0.5589674,      28.00,  0.3943795, -0.2729241, -0.0041032,    75
         Q5SJI6,      56.59,  0.5216745,      36.99,  0.4771399,      29.90,  0.4467952,      19.59,  0.2960906,      21.62,  0.3665560,      23.48,  0.3463668,      25.84,  0.4091039, -0.1202878, -0.1302780,   592
         Q5SJI5,      56.76,  0.5790628,      25.23,  0.4110646,      26.13,  0.4067901,       9.91,  0.2206469,       0.90,  0.2049499,      30.63,  0.4152302,      12.61,  0.3051591, -0.1783115, -0.2090100,   111
         Q5SJI4,      55.77,  0.5200148,      38.85,  0.4003890,      26.92,  0.3212145,       5.77,  0.2151892,       0.77,  0.2290082,      18.46,  0.2970071,       4.23,  0.2769346, -0.1207958, -0.0693292,   260
         Q5SJI3,      67.97,  0.6166079,      54.69,  0.4822748,      32.03,  0.4276727,      24.22,  0.3709657,      25.00,  0.3650168,      24.22,  0.3887441,      10.16,  0.3706015, -0.2172261, -0.0729536,   128
         Q5SJI2,      71.19,  0.6213933,      20.34,  0.3299669,       0.00,  0.3632712,      13.56,  0.1798322,       0.00,  0.1109846,      50.85,  0.5616175,      11.86,  0.3006324, -0.2234100, -0.1158633,    59
         Q5SJI1,      59.08,  0.5707297,      46.55,  0.5065931,      44.50,  0.4927298,      12.79,  0.2736169,      13.81,  0.3265148,      30.43,  0.3825995,      36.32,  0.4254638, -0.1679914, -0.0623426,   391
         Q5SJI0,      35.79,  0.3663601,      15.44,  0.3290226,       7.72,  0.2043566,      10.88,  0.2503532,       3.51,  0.2437582,       6.67,  0.2096098,       2.11,  0.2331840,  0.0299531, -0.0427692,   285
         Q5SJH8,      68.23,  0.5897368,      59.90,  0.5368047,      57.81,  0.5229241,       5.73,  0.2273527,       2.60,  0.2408848,      23.44,  0.3909537,       6.25,  0.3309555, -0.1893616, -0.2203365,   192
         Q5SJH0,      38.73,  0.4147139,       9.15,  0.3081792,       6.34,  0.1897655,       8.45,  0.2247318,       0.00,  0.1834783,      15.49,  0.2578023,       2.82,  0.2314842, -0.0115814, -0.2642578,   142
         Q5SJG9,      39.38,  0.3933764,      19.24,  0.3475827,      15.97,  0.2848355,       3.63,  0.1947193,       1.45,  0.2183183,       7.62,  0.2363684,      10.53,  0.2792002,  0.0056881, -0.1320308,   551
         Q5SJG8,      23.37,  0.2966613,      20.62,  0.3229873,      13.75,  0.2758774,       6.19,  0.1609959,       5.15,  0.1596390,       8.93,  0.2322188,       5.84,  0.1954170,  0.1032340, -0.3667722,   291
         Q5SJG5,      47.50,  0.4085432,      27.50,  0.4311312,      54.17,  0.5257441,       9.17,  0.2730125,       2.50,  0.2541544,      20.83,  0.3340937,       2.50,  0.2834892, -0.0100907, -0.1743066,   120
         Q5SJG2,      50.15,  0.4901465,      29.61,  0.3926719,      27.49,  0.3728572,       8.46,  0.2288587,       4.83,  0.2510812,      17.82,  0.2859760,       9.37,  0.2747892, -0.0892121, -0.1971600,   331
         Q5SJG1,      67.52,  0.6660473,      74.36,  0.6981797,      78.63,  0.7145379,      60.68,  0.5126906,      60.68,  0.5721962,      83.76,  0.6445556,      69.23,  0.6347011, -0.2648557, -0.1520999,   117
         Q5SJF9,      25.64,  0.2945196,      17.78,  0.2731117,      17.09,  0.2787807,       1.39,  0.1180104,       0.00,  0.0898068,       5.77,  0.1884075,       0.69,  0.1606426,  0.1003384, -0.4750260,   433
         Q5SJF7,      78.02,  0.6580635,      72.53,  0.6700531,      73.63,  0.6665527,      27.47,  0.3162802,      23.08,  0.3589512,      45.05,  0.5406063,      59.34,  0.5350844, -0.2544772, -0.0463949,    91
         Q5SJF5,      41.88,  0.4166743,      21.99,  0.3681715,       0.00,  0.3359679,       4.71,  0.1938267,       2.09,  0.1674287,      13.61,  0.2930321,       2.09,  0.2398556, -0.0171894, -0.2673485,   191
         Q5SJF3,      44.76,  0.4505772,      39.94,  0.4650165,      46.18,  0.4648329,       1.70,  0.1984170,       1.70,  0.2212893,       7.51,  0.2972061,       2.41,  0.2720842, -0.0500365, -0.3018533,   706
         Q5SJE6,      78.78,  0.6542616,      61.63,  0.5283228,      78.20,  0.5783177,       4.07,  0.2614128,       2.33,  0.3090299,      14.53,  0.3687363,       3.20,  0.3536272, -0.2533272, -0.1701551,   344
         Q5SJE5,      26.06,  0.2831932,      18.66,  0.2841985,      15.49,  0.2391959,       1.76,  0.0874757,       0.00,  0.0637579,      10.21,  0.2272171,       0.00,  0.1576404,  0.1128904, -0.4153396,   284
         Q5SJE4,      59.37,  0.5907987,      60.58,  0.6207651,      54.01,  0.4827758,       2.19,  0.2115055,       6.33,  0.2919490,      49.64,  0.4649698,      45.26,  0.4437939, -0.1890993, -0.1335969,   411
         Q5SJE3,      34.15,  0.3605900,       8.78,  0.3158737,      14.63,  0.3339424,       2.93,  0.1398878,       0.49,  0.1344253,       8.29,  0.2543490,       1.95,  0.2008542,  0.0413523, -0.1982790,   205
         Q5SJE0,      33.90,  0.3676722,      16.95,  0.2165937,       5.08,  0.2433802,      10.17,  0.0926898,       0.00,  0.0182654,      52.54,  0.5458466,      10.17,  0.2068446,  0.0291324, -0.3944916,    59
         Q5SJD7,      59.26,  0.5079598,      46.91,  0.4248609,       0.00,  0.3082143,       4.94,  0.1290803,       0.00,  0.0840129,      34.57,  0.4475725,       3.70,  0.2655811, -0.1082081, -0.2107887,    81
         Q5SJD6,      33.49,  0.3727489,      27.56,  0.3893822,      20.05,  0.2945433,      10.48,  0.2450962,       9.57,  0.2747000,      15.03,  0.2695804,      20.27,  0.3076754,  0.0282483, -0.2522079,   439
         Q5SJD5,      44.98,  0.4519710,      20.32,  0.3766105,      10.96,  0.3330474,       5.94,  0.2309484,       8.22,  0.2672668,       6.85,  0.2607478,       3.65,  0.2645907, -0.0505131, -0.2517509,   438
         Q5SJD4,      25.43,  0.3268636,       6.03,  0.3321815,       8.62,  0.3149439,       3.02,  0.1675569,       0.00,  0.1767134,      12.50,  0.2176535,       0.43,  0.2034949,  0.0735874, -0.3216358,   232
         Q5SJD0,      38.06,  0.4234148,      38.43,  0.4568543,      45.15,  0.4560005,       2.24,  0.1725123,       0.00,  0.1916858,      12.31,  0.3158058,       0.00,  0.2600456, -0.0231381, -0.2671301,   268
         Q5SJC7,      28.87,  0.3770684,      25.77,  0.3575383,      23.71,  0.2945439,       3.61,  0.1634103,       1.03,  0.1651910,       9.79,  0.2478547,       6.70,  0.2185104,  0.0252271, -0.2722325,   194
         Q5SJC3,      39.75,  0.3780783,      13.04,  0.2609730,       0.00,  0.1644966,       4.35,  0.1157515,       0.00,  0.0814365,      12.42,  0.2292243,       0.62,  0.1775773,  0.0195315, -0.3326508,   161
         Q5SJC1,      12.35,  0.2115330,      22.94,  0.3502998,      12.35,  0.2265459,       8.24,  0.2545424,       1.76,  0.2401968,       7.06,  0.2409114,       1.18,  0.2162472,  0.1872133, -0.1329142,   170
         Q5SJB6,      20.76,  0.3012244,      14.43,  0.3508495,      11.65,  0.2585846,       6.58,  0.2426709,       7.34,  0.2653772,      13.67,  0.2432231,       5.32,  0.2338906,  0.0991603, -0.1746439,   395
         Q5SJB5,      43.15,  0.4310181,      18.75,  0.3487285,      23.59,  0.3415594,       3.83,  0.1891282,       1.21,  0.2079946,       5.04,  0.2403215,       6.85,  0.2931251, -0.0307090, -0.2722439,   496
         Q5SJB4,      50.49,  0.4926928,      40.45,  0.4501228,      56.96,  0.4957129,       1.29,  0.2004210,       0.32,  0.2148985,      21.68,  0.3382870,      20.71,  0.3653559, -0.0928658, -0.1709028,   309
         Q5SJB3,      57.69,  0.5548281,      43.01,  0.4802183,      57.34,  0.5163674,      19.58,  0.3268643,      19.58,  0.3774737,      29.02,  0.3894164,      38.46,  0.4408616, -0.1536280, -0.1187392,   286
         Q5SJB2,      18.78,  0.3834494,      43.09,  0.4516130,      44.20,  0.4590874,       9.39,  0.2094906,       2.21,  0.1973022,      12.71,  0.3096640,      11.05,  0.3351012,  0.0144166, -0.1691741,   181
         Q5SJB1,      33.82,  0.4000750,      31.76,  0.4018263,      20.29,  0.3428947,       3.24,  0.2126927,       1.18,  0.2328466,      11.76,  0.2770094,       2.94,  0.2540750, -0.0007280, -0.1538082,   340
         Q5SJA9,      45.11,  0.4541645,      20.30,  0.3423617,      16.54,  0.3083451,       1.50,  0.1670263,       0.75,  0.1770030,       9.77,  0.2923680,       1.50,  0.2388206, -0.0543326, -0.3081459,   133
         Q5SJA8,      10.06,  0.1270298,       7.76,  0.2184784,       6.50,  0.1893095,       0.63,  0.0376161,       0.00,  0.0324198,       4.82,  0.1490259,       0.63,  0.0940950,  0.2631641, -0.4574513,   477
         Q5SJA7,      29.19,  0.3598753,      19.14,  0.3787126,      18.18,  0.3164699,       2.87,  0.1714474,       0.00,  0.1653428,       9.09,  0.2417357,       2.39,  0.2195190,  0.0415321, -0.2088285,   209
         Q5SJA6,       7.88,  0.1499655,       1.36,  0.2056028,       0.00,  0.1281918,       0.00,  0.0603006,       0.00,  0.0465835,       3.53,  0.1435069,       0.00,  0.1009932,  0.2447643, -0.3825504,   368
         Q5SJA5,      65.97,  0.6873852,      62.39,  0.6937537,      60.30,  0.5683500,      34.33,  0.3838691,      42.39,  0.4521050,      60.30,  0.5923507,      58.81,  0.5629689, -0.2763470,  0.0345404,   335
         Q5SJA4,      75.49,  0.6303393,      34.31,  0.4475347,      61.76,  0.5120053,       5.39,  0.2178053,       1.47,  0.2370075,      20.59,  0.4134911,       2.94,  0.3243629, -0.2284241, -0.2275050,   204
         Q5SJA2,      43.82,  0.4706411,      45.58,  0.4909263,      40.64,  0.4846377,       5.65,  0.2182293,       9.19,  0.2564239,      31.10,  0.3922054,      20.14,  0.3855109, -0.0700172, -0.2817791,   283
         Q5SJA0,      19.23,  0.3268241,      27.56,  0.3836718,      25.64,  0.3238769,      13.78,  0.2671089,       7.05,  0.2618031,       7.69,  0.2204562,       6.09,  0.2433106,  0.0723772, -0.1173408,   312
         Q5SJ99,       2.68,  0.1090093,       8.93,  0.1724984,       0.00,  0.1274998,       1.79,  0.0301750,       0.00,  0.0114150,       8.48,  0.1771984,       1.34,  0.0833827,  0.2806533, -0.5401110,   224
         Q5SJ98,      20.79,  0.3376652,      20.22,  0.3531888,      13.48,  0.3609395,       6.74,  0.2285281,       1.12,  0.2134917,      10.67,  0.2672149,       2.81,  0.2333481,  0.0642257, -0.2038682,   178
         Q5SJ97,      22.54,  0.2710391,      13.77,  0.2764917,       4.69,  0.2480288,       0.91,  0.1510708,       1.06,  0.1610595,       2.57,  0.1753905,       0.30,  0.1725087,  0.1242297, -0.2527905,   661
         Q5SJ96,      10.45,  0.1340695,      13.43,  0.1683908,       0.00,  0.0450689,       0.00,  0.0382418,       0.00,  0.0016591,      31.34,  0.3236006,       2.99,  0.1109936,  0.2570858, -0.5944609,    67
         Q5SJ95,      15.89,  0.2199617,      13.91,  0.2394284,       0.00,  0.0839502,       0.00,  0.0590132,       0.00,  0.0446717,       7.95,  0.2169347,       0.00,  0.1300017,  0.1760738, -0.4477895,   151
         Q5SJ92,      35.71,  0.4640569,      16.96,  0.3348129,      10.71,  0.3324422,      10.71,  0.1898660,       3.57,  0.1810969,      20.54,  0.3516735,       7.14,  0.2535844, -0.0617574, -0.2898669,   112
         Q5SJ88,      35.33,  0.3849514,      24.00,  0.3359160,      16.00,  0.2930463,       3.67,  0.1661697,       1.33,  0.1550988,      10.67,  0.2493018,       7.67,  0.2640806,  0.0144093, -0.2093823,   300
         Q5SJ87,       3.70,  0.1224978,       9.26,  0.1440765,       0.00,  0.1045362,       0.00,  0.0174130,       0.00,  0.0001449,      29.63,  0.3408531,       0.00,  0.1041642,  0.2655573, -0.7081347,    54
         Q5SJ86,       8.16,  0.2262845,       7.48,  0.2865791,       0.00,  0.1920876,       1.02,  0.1490643,       1.02,  0.1544628,       4.76,  0.1779535,       0.00,  0.1657241,  0.1742121, -0.2102028,   294
         Q5SJ84,      34.92,  0.3978268,      22.00,  0.3748461,      21.09,  0.3541993,       1.81,  0.2150532,       2.27,  0.2358034,       3.85,  0.2174925,       0.23,  0.2401704,  0.0042006, -0.1683042,   441
         Q5SJ82,      32.14,  0.3135844,      15.82,  0.3241701,      16.84,  0.2437741,       4.59,  0.1804326,       2.04,  0.1727207,      18.37,  0.3020577,       1.02,  0.2154942,  0.0828854, -0.2306530,   196
         Q5SJ78,      14.74,  0.1842305,      16.03,  0.2676153,       0.00,  0.2179200,       0.00,  0.0300827,       0.00,  0.0119575,      12.18,  0.2335242,       0.64,  0.1212350,  0.2068323, -0.5306233,   156
         Q5SJ77,      19.37,  0.2214375,       7.85,  0.2299431,       0.00,  0.1754652,       0.79,  0.0504762,       0.00,  0.0363084,       6.81,  0.1836787,       0.79,  0.1203073,  0.1712923, -0.4710644,   382
         Q5SJ73,      40.67,  0.4014332,      25.96,  0.3539670,      21.01,  0.3559271,       4.20,  0.1562950,       1.73,  0.1476053,       7.42,  0.2626048,       7.91,  0.2796386, -0.0036146, -0.3577299,   809
         Q5SJ72,      27.97,  0.4053424,      38.98,  0.4121640,      31.36,  0.3715707,       4.24,  0.2014212,       0.00,  0.1685074,      15.25,  0.3127776,       0.00,  0.2500355, -0.0047659, -0.2786114,   118
         Q5SJ70,      26.34,  0.3457668,      16.83,  0.3185152,       5.12,  0.2560961,       7.80,  0.2125653,       1.22,  0.2093491,       3.90,  0.1986974,       0.00,  0.2141491,  0.0536694, -0.2183876,   410
         Q5SJ69,      51.82,  0.5131916,      24.70,  0.4018434,      17.81,  0.3525708,       4.86,  0.3006814,       3.64,  0.3223207,      10.12,  0.2830186,       0.00,  0.3035094, -0.1125166, -0.1698675,   247
         Q5SJ68,      51.90,  0.4934484,      32.28,  0.4176711,      30.38,  0.3916016,       2.85,  0.2261775,       2.85,  0.2743145,      15.51,  0.3143277,      22.15,  0.3529234, -0.0929283, -0.2715668,   316
         Q5SJ67,      67.32,  0.5906878,      66.67,  0.6191027,      71.90,  0.6082819,      31.37,  0.3428431,      38.56,  0.4078998,      53.59,  0.5272745,      50.98,  0.5160148, -0.1919045, -0.2259606,   153
         Q5SJ66,      34.29,  0.3725998,      30.10,  0.3782611,      25.33,  0.3056433,      10.29,  0.2248962,      11.81,  0.2519298,      17.52,  0.2710378,      18.48,  0.3007279,  0.0265044, -0.1902432,   525
         Q5SJ63,      63.52,  0.6305187,      93.08,  0.8053117,     100.00,  0.7935540,      52.83,  0.5246620,      64.78,  0.6275319,      83.02,  0.7158566,      86.16,  0.6829059, -0.2305467, -0.0666975,   159
         Q5SJ60,      20.00,  0.4074546,      27.50,  0.3889139,       5.00,  0.3320909,      27.50,  0.3507450,       0.00,  0.2321931,      45.00,  0.4742775,      10.00,  0.3089307, -0.0042574, -0.0375409,    40
         Q5SJ59,      36.62,  0.4584859,      57.04,  0.5234041,      43.66,  0.4759684,       7.75,  0.2151655,       0.70,  0.2050987,      16.90,  0.3404501,       5.63,  0.2904340, -0.0587645, -0.1265454,   142
         Q5SJ57,      22.93,  0.2589642,       6.69,  0.2636989,       0.00,  0.1411716,       2.55,  0.1136784,       0.00,  0.1090252,       5.73,  0.1771081,       0.64,  0.1537458,  0.1381629, -0.2997076,   314
         Q5SJ56,      17.20,  0.1950830,       9.13,  0.1965535,       0.15,  0.1356611,       1.22,  0.0457365,       0.00,  0.0312630,       6.09,  0.1697804,       0.91,  0.1064028,  0.1972038, -0.5003891,   657
         Q5SJ55,      53.28,  0.4938632,      27.46,  0.4188140,      24.18,  0.3923528,       9.02,  0.2564079,       5.74,  0.2774781,      11.89,  0.2807498,       5.74,  0.2878855, -0.0929049, -0.1857064,   244
         Q5SJ54,      33.33,  0.3073861,      28.26,  0.3234665,      21.74,  0.3491304,       8.70,  0.1099717,       2.90,  0.0523108,      26.81,  0.3371001,       7.97,  0.1883725,  0.0902353, -0.4761918,   138
         Q5SJ53,      41.45,  0.4464763,      25.09,  0.3919879,      23.27,  0.3406855,       5.82,  0.1569130,       4.73,  0.1691182,      19.64,  0.2963127,      17.09,  0.3002490, -0.0458938, -0.3047893,   275
         Q5SJ52,      81.02,  0.6830478,      51.09,  0.4853624,      75.91,  0.5568881,       7.30,  0.2093811,       0.00,  0.2131145,      30.66,  0.4789869,       0.73,  0.3449821, -0.2837465, -0.2249454,   137
         Q5SJ51,      30.26,  0.3998492,      13.16,  0.3500158,      11.84,  0.3162265,       6.58,  0.1469184,       0.00,  0.0859513,      23.68,  0.3435953,       3.95,  0.2210551,  0.0000846, -0.1707199,    76
         Q5SJ48,      38.10,  0.3840744,      25.71,  0.3309251,      29.52,  0.3302039,       5.71,  0.0940105,       0.00,  0.0509062,      23.81,  0.3235587,      10.48,  0.1972458,  0.0095521, -0.3485833,   105
         Q5SJ46,      32.62,  0.3847816,      28.88,  0.4051889,      25.13,  0.3664683,       8.02,  0.2439443,       2.14,  0.2415791,      14.44,  0.2784520,       8.02,  0.2589909,  0.0163843, -0.1938148,   187
         Q5SJ44,       5.36,  0.1131941,       4.60,  0.1548364,       0.00,  0.1100663,       0.77,  0.0241368,       0.00,  0.0117107,       7.66,  0.1470603,       1.15,  0.0751564,  0.2799571, -0.4834233,   261
         Q5SJ43,      25.98,  0.3273925,       7.87,  0.2891646,       0.00,  0.1792284,       2.36,  0.1940117,       0.00,  0.2163969,       6.69,  0.1939916,       0.79,  0.2034929,  0.0718056, -0.1795582,   254
